Uruguay,Diego Godin,28,Espagne,Atletico Madrid
Uruguay,Diego Lugano (c),33,Angleterre,West Bromwich Albion
Uruguay,Jorge Fucile,29,Portugal,Porto
Uruguay,Jose Maria Gimenez,19,Espagne,Atletico Madrid
Uruguay,Martin Caceres,27,Italie,Juventus
Uruguay,Maxi Pereira,29,Portugal,Benfica
Uruguay,Sebastian Coates,23,Uruguay,Nacional
Uruguay,alvaro Gonzalez,29,Italie,Lazio
Uruguay,alvaro Pereira,28,Bresil,São Paulo
Uruguay,Cristian Rodriguez,28,Espagne,Atletico Madrid
Uruguay,Diego Perez,34,Italie,Bologna
Uruguay,Egidio Arevalo Rios,32,Mexique,Morelia
Uruguay,Gaston Ramirez,23,Angleterre,Southampton
Uruguay,Nicolas Lodeiro,25,Bresil,Botafogo
Uruguay,Walter Gargano,29,Italie,Parma
Uruguay,Abel Hernandez,23,Italie,Palermo
Uruguay,Christian Stuani,27,Espagne,Espanyol
Uruguay,Diego Forlan,35,Japon,Cerezo Osaka
Uruguay,Edinson Cavani,27,France,Paris Saint-Germain
Uruguay,Luis Suarez,27,Angleterre,Liverpool
Equateur,Adrian Bone,25,Equateur,El Nacional
Equateur,Alexander Dominguez,27,Equateur,LDU Quito
Equateur,Maximo Banguera,28,Equateur,Barcelona
Equateur,Frickson Erazo,26,Bresil,Flamengo
Equateur,Gabriel Achilier,29,Equateur,Emelec
Equateur,Jorge Guagua,32,Equateur,Emelec
Equateur,Juan Carlos Paredes,26,Equateur,Barcelona
Equateur,oscar Bagüi,31,Equateur,Emelec
Equateur,Walter Ayovi,34,Mexique,Pachuca
Equateur,Antonio Valencia (c),28,Angleterre,Manchester United
Equateur,Carlos Gruezo,19,Allemagne,VfB Stuttgart
Equateur,Christian Noboa,29,Russie,Dynamo Moscow
Equateur,Edison Mendez,35,Colombie,Santa Fe
Equateur,Fidel Martinez,24,Mexique,Tijuana
Equateur,Jefferson Montero,24,Mexique,Morelia
Equateur,Joao Rojas,24,Mexique,Cruz Azul
Equateur,Luis Saritama,30,Equateur,Barcelona
Equateur,Michael Arroyo,27,Mexique,Atlante
Equateur,Renato Ibarra,23,Pays-Bas,Vitesse
Equateur,Segundo Castillo,32,Arabie Saoudite,Al-Hilal
Equateur,Enner Valencia,25,Mexique,Pachuca
Equateur,Felipe Caicedo,25,EAU,Al-Jazira
Equateur,Jaime Ayovi,26,Mexique,Tijuana
France,Hugo Lloris (c),27,Angleterre,Tottenham Hotspur
France,Mickael Landreau,35,France,Bastia
France,Stephane Ruffier,27,France,Saint-etienne
France,Bacary Sagna,31,Angleterre,Arsenal
France,Eliaquim Mangala,23,Portugal,Porto
France,Laurent Koscielny,28,Angleterre,Arsenal
France,Lucas Digne,20,France,Paris Saint-Germain
France,Mamadou Sakho,24,Angleterre,Liverpool
France,Mathieu Debuchy,28,Angleterre,Newcastle United
France,Patrice Evra,33,Angleterre,Manchester United
France,Raphael Varane,21,Espagne,Real Madrid
France,Antoine Griezmann,23,Espagne,Real Sociedad
France,Blaise Matuidi,27,France,Paris Saint-Germain
France,Morgan Schneiderlin,24,Angleterre,Southampton
France,Remy Cabella,24,France,Montpellier
France,Mathieu Valbuena,29,France,Marseille
France,Moussa Sissoko,24,Angleterre,Newcastle United
France,Paul Pogba,21,Italie,Juventus
France,Rio Mavuba,30,France,Lille
France,Yohan Cabaye,28,France,Paris Saint-Germain
France,Karim Benzema,26,Espagne,Real Madrid
France,Loec Remy,27,Angleterre,Newcastle United
France,Olivier Giroud,27,Angleterre,Arsenal
Colombie,Donis Escober,34,Honduras,Olimpia
Colombie,Luis Lopez,20,Honduras,Real Espana
Colombie,Noel Valladares (c),37,Honduras,Olimpia
Colombie,Brayan Beckeles,28,Honduras,Olimpia
Colombie,Emilio Izaguirre,28,Ecosse,Celtic
Colombie,Juan Carlos Garcia,26,Angleterre,Wigan Athletic
Colombie,Juan Pablo Montes,28,Honduras,Motagua
Colombie,Maynor Figueroa,31,Angleterre,Hull City
Colombie,Osman Chavez,29,Chine,Qingdao Jonoon
Colombie,Victor Bernardez,32,Etats-Unis,San Jose Earthquakes
Colombie,Andy Najar,21,Belgique,Anderlecht
Colombie,Edder Delgado,27,Honduras,Real Espana
Colombie,Jorge Claros,28,Honduras,Motagua
Colombie,Luis Garrido,23,Honduras,Olimpia
Colombie,Mario Martinez,24,Honduras,Real Espana
Colombie,Marvin Chavez,30,Etats-Unis,Chivas USA
Colombie,oscar Garcia,29,Etats-Unis,Houston Dynamo
Colombie,Roger Espinoza,27,Angleterre,Wigan Athletic
Colombie,Wilson Palacios,29,Angleterre,Stoke City
Colombie,Carlo Costly,31,Honduras,Real Espana
Colombie,Jerry Bengtson,27,Etats-Unis,New Angleterre Revolution
Colombie,Jerry Palacios,32,Costa Rica,Alajuelense
Colombie,Rony Martinez,25,Honduras,Real Sociedad
Allemagne,Diego Benaglio,30,Allemagne,VfL Wolfsburg
Allemagne,Roman Bürki,23,Suisse,Grasshopper
Allemagne,Yann Sommer,25,Suisse,Basel
Allemagne,Fabian Schär,22,Suisse,Basel
Allemagne,Johan Djourou,27,Allemagne,Hamburger SV
Allemagne,Michael Lang,23,Suisse,Grasshopper
Allemagne,Philippe Senderos,29,Espagne,Valencia
Allemagne,Reto Ziegler,28,Italie,Sassuolo
Allemagne,Ricardo Rodriguez,21,Allemagne,VfL Wolfsburg
Allemagne,Stephan Lichtsteiner,30,Italie,Juventus
Allemagne,Steve von Bergen,30,Suisse,Young Boys
Allemagne,Blerim Dzemaili,28,Italie,Napoli
Allemagne,Gelson Fernandes,27,Allemagne,SC Freiburg
